日期,价值,成长,红利,低波,质量,规模,动量
2005-07-06,,,,,,,
2005-07-13,-0.0008340814849576716,0.005450539733376614,-0.0035731903033181522,-0.0060940206389258345,-0.014885940364498973,-0.013980750059399805,0.006823146192764806
2005-07-20,0.003616395107846393,0.009870248472585108,-0.0069054660847174265,-0.007665537171391956,-0.024480355411773957,-0.02985418168672771,0.00853694699167662
2005-07-27,-0.005506977747670616,-0.007544864471199064,-0.0019748213716899166,-0.0013078622330879863,0.0009507587149182317,-0.003460023884624075,-0.011136636511658082
2005-08-03,-0.006151195427260392,-0.0010466432640172663,0.0004255058387714339,-0.005338612380723529,0.016308060337567598,0.010451246165567474,-0.006940665513689437
2005-08-10,0.0004818382673892341,-0.004146968422806818,0.004275197882245951,0.00035074579563132424,0.0278312999856849,0.03271752366625025,-0.011158413372529763
2005-08-17,-0.0005687985596189993,0.008697419905774106,0.007123411720455275,0.010125333084947563,0.019121004898998484,0.020995995426966507,0.006563053629491167
2005-08-24,0.0046800249778923275,0.010189054250570928,0.006937005785538131,-0.006238965974939781,-0.007326034742075049,-0.007079069626837575,0.009160188415329062
2005-08-31,-0.005016872070959466,-0.009943215798211114,-0.004445491805736279,0.006435941520790522,0.029093063644244244,0.024235996946677996,-0.005720681465515853
2005-09-07,-0.006381621214700761,-0.006806738858271766,-0.004836953307920666,0.00045183980940866064,0.01126899145621274,0.021754808072094622,-0.008121137833994707
2005-09-14,-0.0029451553347226156,-0.005574730460840227,0.002333862182108737,0.0008309645351096684,0.012346393727636684,0.016482977800541976,-0.006948314227353869
2005-09-21,-0.006084639187113772,-0.004085862783703487,-0.0036249297853974127,0.0006396488611838391,0.018886551180537947,0.021097246878997278,-0.0034657422198690613
2005-09-28,0.0001810291519890317,0.009228350297569299,0.006173982942529577,0.005196483338679725,-0.030447514677850118,-0.015362152732039336,0.014252772912446532
2005-10-05,0.002817804310686567,0.0016409212377106464,0.0014146665686722848,-2.0016376540477054e-05,0.003617931729091195,0.004110415986515736,-0.0008038753280692479
2005-10-12,0.00034644883162471274,-0.0007984117156401016,-0.0028033617502589703,-0.0002419602018399747,0.000907413592638795,0.009388465601885887,0.0023461965892770387
2005-10-19,-0.003720272936793223,-0.005954429733542876,-0.00701406503394264,-0.0048888154156364605,0.022458223822829138,0.031169943653001853,-0.002837054704115216
2005-10-26,-0.004153936423633597,-0.0017713206946250448,-0.007394747876780294,-0.005625471595744336,-0.010725322761028666,-0.010071650943510368,0.0029543694162479373
2005-11-02,0.004947435449341175,0.0013559451480358309,-0.0059949829734580184,0.0008717800561454103,-0.024603144414042766,-0.03161444142135594,0.009191438704207022
2005-11-09,-0.0038345136751072317,-0.006690543262282911,-0.0011429731969958556,-0.002784940523967494,0.01742475240640773,0.01534702727121462,-0.008790918600599884
2005-11-16,0.003282798911056095,0.000943226508960171,0.002111220098524158,-0.0012903528028637146,-0.006376883129695088,-0.005143768302430796,-0.0012533020684289964
2005-11-23,-0.0002279101274269557,0.001910859572328949,-0.0006843120706852002,-0.005162399606070345,-0.0006468793382627958,-0.00022343151442338893,-0.00036741451470234665
2005-11-30,-0.0002243411306679377,-0.003769358061550987,-0.004888663293606488,-0.004156931269449715,-0.0068290882618115,-0.008173082492194061,0.0012265592817481963
2005-12-07,0.007293183451922869,0.00520093514752229,0.005149527080291816,0.001536466066226927,-0.024565833355387867,-0.02684968789045139,-6.447757592809022e-05
2005-12-14,-0.003585950302356755,-0.0025365615872028346,-0.001650375103410262,-0.004917026019564785,0.004166300241264853,0.0042626485624701616,0.0015091175587993444
2005-12-21,0.004462633744346078,0.0005285444046592147,0.001564156431945296,0.004075062490634496,-0.004155183031851806,-0.007514713927874173,0.00278872857333079
2005-12-28,0.004576683928379843,0.0024543890232815446,0.006760382561284972,0.0032871574457533637,0.004244687163350358,0.011385446359725604,1.4446246729749035e-05
2006-01-04,0.00036415786547938644,0.013558512146442103,-0.010441491532244385,-0.001276976805503205,-0.0020029243131263197,-0.004065325883320092,0.012338653879398143
2006-01-11,-0.0022242703422461485,0.0028964468149741407,-0.0013529612611125064,0.0019058726425977834,0.0011118902181617152,0.005892030729906628,0.0011962664618625496
2006-01-18,-0.005844023872126236,-0.004301106582361047,-0.001511454238284915,-0.00018569771841714378,0.019927332441376455,0.02382690524044362,-0.005685617586222214
2006-01-25,0.008716640735502379,0.00149054082185196,0.0018485197936688458,0.006424326825014148,8.598735970810623e-05,0.0010369531404488264,0.008265889118252101
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-08,0.0031337322583364635,0.00322770032524744,-0.001096868060373568,-0.0068092835448587685,0.0027219737769590413,-0.004876697571908339,-0.0023526222240484174
2006-02-15,-1.6607962391779196e-05,0.0007194940445667264,-0.004984195740641351,-0.0009786815685586259,-0.003501879520779516,-0.004715552409697121,0.0014129496775605599
2006-02-22,0.02016879191980825,0.011017448066085067,0.0021296833915506186,-0.001860594026967477,-0.025763653072887083,-0.023370845645286353,0.006495517604470424
